Data;Cena;Akcyza;Oplata_paliwowa
29/08/2014;4 230,00;1 565,00;104,2
28/08/2014;4 229,00;1 565,00;104,2
27/08/2014;4 220,00;1 565,00;104,2
26/08/2014;4 205,00;1 565,00;104,2
23/08/2014;4 205,00;1 565,00;104,2
22/08/2014;4 196,00;1 565,00;104,2
21/08/2014;4 174,00;1 565,00;104,2
20/08/2014;4 164,00;1 565,00;104,2
19/08/2014;4 159,00;1 565,00;104,2
16/08/2014;4 182,00;1 565,00;104,2
15/08/2014;4 195,00;1 565,00;104,2
14/08/2014;4 204,00;1 565,00;104,2
13/08/2014;4 211,00;1 565,00;104,2
12/08/2014;4 214,00;1 565,00;104,2
09/08/2014;4 214,00;1 565,00;104,2
08/08/2014;4 205,00;1 565,00;104,2
07/08/2014;4 199,00;1 565,00;104,2
06/08/2014;4 188,00;1 565,00;104,2
05/08/2014;4 209,00;1 565,00;104,2
03/08/2014;4 220,00;1 565,00;104,2
02/08/2014;4 179,00;1 565,00;104,2
01/08/2014;4 235,00;1 565,00;104,2
31/07/2014;4 245,00;1 565,00;104,2
30/07/2014;4 234,00;1 565,00;104,2
29/07/2014;4 227,00;1 565,00;104,2
26/07/2014;4 231,00;1 565,00;104,2
25/07/2014;4 226,00;1 565,00;104,2
24/07/2014;4 236,00;1 565,00;104,2
23/07/2014;4 244,00;1 565,00;104,2
22/07/2014;4 226,00;1 565,00;104,2
19/07/2014;4 237,00;1 565,00;104,2
18/07/2014;4 252,00;1 565,00;104,2
17/07/2014;4 273,00;1 565,00;104,2
16/07/2014;4 288,00;1 565,00;104,2
15/07/2014;4 312,00;1 565,00;104,2
12/07/2014;4 328,00;1 565,00;104,2
11/07/2014;4 344,00;1 565,00;104,2
10/07/2014;4 353,00;1 565,00;104,2
09/07/2014;4 364,00;1 565,00;104,2
08/07/2014;4 368,00;1 565,00;104,2
05/07/2014;4 365,00;1 565,00;104,2
04/07/2014;4 372,00;1 565,00;104,2
03/07/2014;4 370,00;1 565,00;104,2
02/07/2014;4 383,00;1 565,00;104,2
01/07/2014;4 391,00;1 565,00;104,2
28/06/2014;4 391,00;1 565,00;104,2
27/06/2014;4 399,00;1 565,00;104,2
26/06/2014;4 410,00;1 565,00;104,2
25/06/2014;4 416,00;1 565,00;104,2
24/06/2014;4 416,00;1 565,00;104,2
21/06/2014;4 408,00;1 565,00;104,2
19/06/2014;4 373,00;1 565,00;104,2
18/06/2014;4 355,00;1 565,00;104,2
17/06/2014;4 347,00;1 565,00;104,2
14/06/2014;4 324,00;1 565,00;104,2
13/06/2014;4 298,00;1 565,00;104,2
12/06/2014;4 270,00;1 565,00;104,2
11/06/2014;4 245,00;1 565,00;104,2
10/06/2014;4 242,00;1 565,00;104,2
07/06/2014;4 238,00;1 565,00;104,2
06/06/2014;4 242,00;1 565,00;104,2
05/06/2014;4 257,00;1 565,00;104,2
04/06/2014;4 256,00;1 565,00;104,2
03/06/2014;4 270,00;1 565,00;104,2
31/05/2014;4 279,00;1 565,00;104,2
30/05/2014;4 289,00;1 565,00;104,2
29/05/2014;4 296,00;1 565,00;104,2
28/05/2014;4 295,00;1 565,00;104,2
24/05/2014;4 295,00;1 565,00;104,2
23/05/2014;4 284,00;1 565,00;104,2
22/05/2014;4 284,00;1 565,00;104,2
21/05/2014;4 272,00;1 565,00;104,2
20/05/2014;4 274,00;1 565,00;104,2
17/05/2014;4 277,00;1 565,00;104,2
16/05/2014;4 256,00;1 565,00;104,2
15/05/2014;4 256,00;1 565,00;104,2
14/05/2014;4 225,00;1 565,00;104,2
13/05/2014;4 213,00;1 565,00;104,2
10/05/2014;4 200,00;1 565,00;104,2
09/05/2014;4 206,00;1 565,00;104,2
08/05/2014;4 223,00;1 565,00;104,2
07/05/2014;4 244,00;1 565,00;104,2
06/05/2014;4 265,00;1 565,00;104,2
01/05/2014;4 293,00;1 565,00;104,2
30/04/2014;4 300,00;1 565,00;104,2
29/04/2014;4 300,00;1 565,00;104,2
26/04/2014;4 308,00;1 565,00;104,2
25/04/2014;4 308,00;1 565,00;104,2
24/04/2014;4 286,00;1 565,00;104,2
23/04/2014;4 286,00;1 565,00;104,2
18/04/2014;4 280,00;1 565,00;104,2
17/04/2014;4 280,00;1 565,00;104,2
16/04/2014;4 269,00;1 565,00;104,2
15/04/2014;4 259,00;1 565,00;104,2
12/04/2014;4 252,00;1 565,00;104,2
11/04/2014;4 238,00;1 565,00;104,2
10/04/2014;4 226,00;1 565,00;104,2
09/04/2014;4 211,00;1 565,00;104,2
08/04/2014;4 198,00;1 565,00;104,2
05/04/2014;4 174,00;1 565,00;104,2
04/04/2014;4 168,00;1 565,00;104,2
03/04/2014;4 181,00;1 565,00;104,2
02/04/2014;4 215,00;1 565,00;104,2
01/04/2014;4 230,00;1 565,00;104,2
29/03/2014;4 223,00;1 565,00;104,2
28/03/2014;4 213,00;1 565,00;104,2
27/03/2014;4 208,00;1 565,00;104,2
26/03/2014;4 215,00;1 565,00;104,2
25/03/2014;4 204,00;1 565,00;104,2
22/03/2014;4 177,00;1 565,00;104,2
21/03/2014;4 160,00;1 565,00;104,2
20/03/2014;4 147,00;1 565,00;104,2
19/03/2014;4 160,00;1 565,00;104,2
18/03/2014;4 152,00;1 565,00;104,2
15/03/2014;4 167,00;1 565,00;104,2
14/03/2014;4 153,00;1 565,00;104,2
13/03/2014;4 162,00;1 565,00;104,2
12/03/2014;4 150,00;1 565,00;104,2
11/03/2014;4 142,00;1 565,00;104,2
09/03/2014;4 139,00;1 565,00;104,2
08/03/2014;4 150,00;1 565,00;104,2
07/03/2014;4 159,00;1 565,00;104,2
06/03/2014;4 160,00;1 565,00;104,2
05/03/2014;4 162,00;1 565,00;104,2
04/03/2014;4 184,00;1 565,00;104,2
02/03/2014;4 176,00;1 565,00;104,2
01/03/2014;4 176,00;1 565,00;104,2
28/02/2014;4 195,00;1 565,00;104,2
27/02/2014;4 192,00;1 565,00;104,2
26/02/2014;4 195,00;1 565,00;104,2
25/02/2014;4 198,00;1 565,00;104,2
22/02/2014;4 194,00;1 565,00;104,2
21/02/2014;4 199,00;1 565,00;104,2
20/02/2014;4 193,00;1 565,00;104,2
19/02/2014;4 187,00;1 565,00;104,2
18/02/2014;4 171,00;1 565,00;104,2
15/02/2014;4 174,00;1 565,00;104,2
14/02/2014;4 181,00;1 565,00;104,2
13/02/2014;4 188,00;1 565,00;104,2
12/02/2014;4 177,00;1 565,00;104,2
11/02/2014;4 173,00;1 565,00;104,2
08/02/2014;4 164,00;1 565,00;104,2
07/02/2014;4 147,00;1 565,00;104,2
06/02/2014;4 141,00;1 565,00;104,2
05/02/2014;4 150,00;1 565,00;104,2
04/02/2014;4 160,00;1 565,00;104,2
01/02/2014;4 170,00;1 565,00;104,2
31/01/2014;4 173,00;1 565,00;104,2
30/01/2014;4 132,00;1 565,00;104,2
29/01/2014;4 114,00;1 565,00;104,2
28/01/2014;4 114,00;1 565,00;104,2
25/01/2014;4 109,00;1 565,00;104,2
24/01/2014;4 103,00;1 565,00;104,2
23/01/2014;4 103,00;1 565,00;104,2
22/01/2014;4 090,00;1 565,00;104,2
21/01/2014;4 077,00;1 565,00;104,2
18/01/2014;4 069,00;1 565,00;104,2
17/01/2014;4 060,00;1 565,00;104,2
16/01/2014;4 058,00;1 565,00;104,2
15/01/2014;4 047,00;1 565,00;104,2
14/01/2014;4 084,00;1 565,00;104,2
11/01/2014;4 097,00;1 565,00;104,2
10/01/2014;4 101,00;1 565,00;104,2
09/01/2014;4 097,00;1 565,00;104,2
08/01/2014;4 091,00;1 565,00;104,2
04/01/2014;4 079,00;1 565,00;104,2
03/01/2014;4 108,00;1 565,00;104,2
02/01/2014;4 128,00;1 565,00;104,2
01/01/2014;4 128,00;1 565,00;104,2
31/12/2013;4 140,00;1 565,00;103,16
28/12/2013;4 152,00;1 565,00;103,16
25/12/2013;4 133,00;1 565,00;103,16
24/12/2013;4 125,00;1 565,00;103,16
21/12/2013;4 103,00;1 565,00;103,16
20/12/2013;4 074,00;1 565,00;103,16
19/12/2013;4 048,00;1 565,00;103,16
18/12/2013;4 048,00;1 565,00;103,16
17/12/2013;4 045,00;1 565,00;103,16
14/12/2013;4 052,00;1 565,00;103,16
13/12/2013;4 064,00;1 565,00;103,16
12/12/2013;4 080,00;1 565,00;103,16
11/12/2013;4 110,00;1 565,00;103,16
10/12/2013;4 133,00;1 565,00;103,16
07/12/2013;4 157,00;1 565,00;103,16
06/12/2013;4 160,00;1 565,00;103,16
05/12/2013;4 158,00;1 565,00;103,16
04/12/2013;4 152,00;1 565,00;103,16
03/12/2013;4 144,00;1 565,00;103,16
30/11/2013;4 144,00;1 565,00;103,16
29/11/2013;4 146,00;1 565,00;103,16
28/11/2013;4 162,00;1 565,00;103,16
27/11/2013;4 169,00;1 565,00;103,16
26/11/2013;4 162,00;1 565,00;103,16
23/11/2013;4 164,00;1 565,00;103,16
22/11/2013;4 141,00;1 565,00;103,16
21/11/2013;4 127,00;1 565,00;103,16
20/11/2013;4 133,00;1 565,00;103,16
19/11/2013;4 147,00;1 565,00;103,16
16/11/2013;4 154,00;1 565,00;103,16
15/11/2013;4 146,00;1 565,00;103,16
14/11/2013;4 133,00;1 565,00;103,16
13/11/2013;4 101,00;1 565,00;103,16
09/11/2013;4 029,00;1 565,00;103,16
08/11/2013;4 014,00;1 565,00;103,16
07/11/2013;4 034,00;1 565,00;103,16
06/11/2013;4 021,00;1 565,00;103,16
05/11/2013;4 021,00;1 565,00;103,16
01/11/2013;4 034,00;1 565,00;103,16
31/10/2013;4 034,00;1 565,00;103,16
30/10/2013;4 026,00;1 565,00;103,16
29/10/2013;4 033,00;1 565,00;103,16
26/10/2013;4 033,00;1 565,00;103,16
25/10/2013;4 072,00;1 565,00;103,16
24/10/2013;4 117,00;1 565,00;103,16
23/10/2013;4 144,00;1 565,00;103,16
22/10/2013;4 153,00;1 565,00;103,16
19/10/2013;4 151,00;1 565,00;103,16
18/10/2013;4 159,00;1 565,00;103,16
17/10/2013;4 178,00;1 565,00;103,16
16/10/2013;4 145,00;1 565,00;103,16
15/10/2013;4 145,00;1 565,00;103,16
12/10/2013;4 151,00;1 565,00;103,16
11/10/2013;4 166,00;1 565,00;103,16
10/10/2013;4 115,00;1 565,00;103,16
09/10/2013;4 124,00;1 565,00;103,16
08/10/2013;4 114,00;1 565,00;103,16
06/10/2013;4 122,00;1 565,00;103,16
05/10/2013;4 122,00;1 565,00;103,16
04/10/2013;4 142,00;1 565,00;103,16
03/10/2013;4 152,00;1 565,00;103,16
02/10/2013;4 162,00;1 565,00;103,16
01/10/2013;4 175,00;1 565,00;103,16
28/09/2013;4 200,00;1 565,00;103,16
27/09/2013;4 161,00;1 565,00;103,16
26/09/2013;4 167,00;1 565,00;103,16
25/09/2013;4 141,00;1 565,00;103,16
24/09/2013;4 159,00;1 565,00;103,16
21/09/2013;4 169,00;1 565,00;103,16
20/09/2013;4 195,00;1 565,00;103,16
19/09/2013;4 213,00;1 565,00;103,16
18/09/2013;4 228,00;1 565,00;103,16
17/09/2013;4 245,00;1 565,00;103,16
14/09/2013;4 285,00;1 565,00;103,16
13/09/2013;4 326,00;1 565,00;103,16
12/09/2013;4 366,00;1 565,00;103,16
11/09/2013;4 417,00;1 565,00;103,16
10/09/2013;4 447,00;1 565,00;103,16
08/09/2013;4 472,00;1 565,00;103,16
07/09/2013;4 472,00;1 565,00;103,16
06/09/2013;4 472,00;1 565,00;103,16
05/09/2013;4 482,00;1 565,00;103,16
04/09/2013;4 492,00;1 565,00;103,16
03/09/2013;4 492,00;1 565,00;103,16
31/08/2013;4 508,00;1 565,00;103,16
30/08/2013;4 520,00;1 565,00;103,16
29/08/2013;4 485,00;1 565,00;103,16
28/08/2013;4 467,00;1 565,00;103,16
24/08/2013;4 419,00;1 565,00;103,16
23/08/2013;4 396,00;1 565,00;103,16
22/08/2013;4 396,00;1 565,00;103,16
21/08/2013;4 396,00;1 565,00;103,16
20/08/2013;4 406,00;1 565,00;103,16
17/08/2013;4 388,00;1 565,00;103,16
15/08/2013;4 384,00;1 565,00;103,16
14/08/2013;4 361,00;1 565,00;103,16
13/08/2013;4 329,00;1 565,00;103,16
10/08/2013;4 326,00;1 565,00;103,16
09/08/2013;4 356,00;1 565,00;103,16
08/08/2013;4 386,00;1 565,00;103,16
07/08/2013;4 404,00;1 565,00;103,16
06/08/2013;4 419,00;1 565,00;103,16
03/08/2013;4 443,00;1 565,00;103,16
02/08/2013;4 422,00;1 565,00;103,16
01/08/2013;4 363,00;1 565,00;103,16
31/07/2013;4 363,00;1 565,00;103,16
30/07/2013;4 373,00;1 565,00;103,16
27/07/2013;4 366,00;1 565,00;103,16
26/07/2013;4 388,00;1 565,00;103,16
25/07/2013;4 404,00;1 565,00;103,16
24/07/2013;4 431,00;1 565,00;103,16
23/07/2013;4 462,00;1 565,00;103,16
20/07/2013;4 484,00;1 565,00;103,16
19/07/2013;4 501,00;1 565,00;103,16
18/07/2013;4 518,00;1 565,00;103,16
17/07/2013;4 524,00;1 565,00;103,16
16/07/2013;4 529,00;1 565,00;103,16
13/07/2013;4 529,00;1 565,00;103,16
12/07/2013;4 479,00;1 565,00;103,16
11/07/2013;4 469,00;1 565,00;103,16
10/07/2013;4 429,00;1 565,00;103,16
09/07/2013;4 424,00;1 565,00;103,16
06/07/2013;4 386,00;1 565,00;103,16
05/07/2013;4 363,00;1 565,00;103,16
04/07/2013;4 335,00;1 565,00;103,16
03/07/2013;4 304,00;1 565,00;103,16
02/07/2013;4 293,00;1 565,00;103,16
29/06/2013;4 282,00;1 565,00;103,16
28/06/2013;4 277,00;1 565,00;103,16
27/06/2013;4 277,00;1 565,00;103,16
26/06/2013;4 277,00;1 565,00;103,16
25/06/2013;4 286,00;1 565,00;103,16
22/06/2013;4 280,00;1 565,00;103,16
21/06/2013;4 280,00;1 565,00;103,16
20/06/2013;4 276,00;1 565,00;103,16
18/06/2013;4 270,00;1 565,00;103,16
15/06/2013;4 263,00;1 565,00;103,16
14/06/2013;4 258,00;1 565,00;103,16
13/06/2013;4 266,00;1 565,00;103,16
12/06/2013;4 284,00;1 565,00;103,16
11/06/2013;4 298,00;1 565,00;103,16
08/06/2013;4 303,00;1 565,00;103,16
07/06/2013;4 300,00;1 565,00;103,16
06/06/2013;4 305,00;1 565,00;103,16
05/06/2013;4 305,00;1 565,00;103,16
04/06/2013;4 314,00;1 565,00;103,16
01/06/2013;4 308,00;1 565,00;103,16
30/05/2013;4 310,00;1 565,00;103,16
29/05/2013;4 320,00;1 565,00;103,16
25/05/2013;4 280,00;1 565,00;103,16
24/05/2013;4 300,00;1 565,00;103,16
23/05/2013;4 308,00;1 565,00;103,16
22/05/2013;4 320,00;1 565,00;103,16
21/05/2013;4 339,00;1 565,00;103,16
18/05/2013;4 324,00;1 565,00;103,16
17/05/2013;4 256,00;1 565,00;103,16
16/05/2013;4 228,00;1 565,00;103,16
15/05/2013;4 219,00;1 565,00;103,16
14/05/2013;4 219,00;1 565,00;103,16
11/05/2013;4 208,00;1 565,00;103,16
10/05/2013;4 208,00;1 565,00;103,16
09/05/2013;4 208,00;1 565,00;103,16
08/05/2013;4 218,00;1 565,00;103,16
07/05/2013;4 183,00;1 565,00;103,16
03/05/2013;4 159,00;1 565,00;103,16
01/05/2013;4 217,00;1 565,00;103,16
30/04/2013;4 230,00;1 565,00;103,16
27/04/2013;4 206,00;1 565,00;103,16
26/04/2013;4 187,00;1 565,00;103,16
25/04/2013;4 172,00;1 565,00;103,16
24/04/2013;4 167,00;1 565,00;103,16
23/04/2013;4 156,00;1 565,00;103,16
20/04/2013;4 131,00;1 565,00;103,16
19/04/2013;4 124,00;1 565,00;103,16
18/04/2013;4 124,00;1 565,00;103,16
17/04/2013;4 142,00;1 565,00;103,16
16/04/2013;4 160,00;1 565,00;103,16
13/04/2013;4 186,00;1 565,00;103,16
12/04/2013;4 220,00;1 565,00;103,16
11/04/2013;4 253,00;1 565,00;103,16
10/04/2013;4 283,00;1 565,00;103,16
09/04/2013;4 308,00;1 565,00;103,16
06/04/2013;4 363,00;1 565,00;103,16
05/04/2013;4 425,00;1 565,00;103,16
04/04/2013;4 484,00;1 565,00;103,16
03/04/2013;4 495,00;1 565,00;103,16
30/03/2013;4 498,00;1 565,00;103,16
29/03/2013;4 502,00;1 565,00;103,16
28/03/2013;4 475,00;1 565,00;103,16
27/03/2013;4 466,00;1 565,00;103,16
26/03/2013;4 421,00;1 565,00;103,16
23/03/2013;4 421,00;1 565,00;103,16
22/03/2013;4 406,00;1 565,00;103,16
21/03/2013;4 392,00;1 565,00;103,16
20/03/2013;4 382,00;1 565,00;103,16
19/03/2013;4 368,00;1 565,00;103,16
16/03/2013;4 329,00;1 565,00;103,16
15/03/2013;4 305,00;1 565,00;103,16
14/03/2013;4 287,00;1 565,00;103,16
13/03/2013;4 294,00;1 565,00;103,16
12/03/2013;4 313,00;1 565,00;103,16
09/03/2013;4 328,00;1 565,00;103,16
08/03/2013;4 328,00;1 565,00;103,16
07/03/2013;4 324,00;1 565,00;103,16
06/03/2013;4 337,00;1 565,00;103,16
05/03/2013;4 353,00;1 565,00;103,16
02/03/2013;4 387,00;1 565,00;103,16
01/03/2013;4 406,00;1 565,00;103,16
28/02/2013;4 440,00;1 565,00;103,16
27/02/2013;4 466,00;1 565,00;103,16
26/02/2013;4 479,00;1 565,00;103,16
23/02/2013;4 476,00;1 565,00;103,16
22/02/2013;4 485,00;1 565,00;103,16
21/02/2013;4 470,00;1 565,00;103,16
20/02/2013;4 513,00;1 565,00;103,16
19/02/2013;4 499,00;1 565,00;103,16
16/02/2013;4 478,00;1 565,00;103,16
15/02/2013;4 464,00;1 565,00;103,16
14/02/2013;4 449,00;1 565,00;103,16
13/02/2013;4 442,00;1 565,00;103,16
12/02/2013;4 442,00;1 565,00;103,16
09/02/2013;4 434,00;1 565,00;103,16
08/02/2013;4 414,00;1 565,00;103,16
07/02/2013;4 402,00;1 565,00;103,16
06/02/2013;4 397,00;1 565,00;103,16
05/02/2013;4 397,00;1 565,00;103,16
02/02/2013;4 402,00;1 565,00;103,16
01/02/2013;4 391,00;1 565,00;103,16
31/01/2013;4 383,00;1 565,00;103,16
30/01/2013;4 365,00;1 565,00;103,16
29/01/2013;4 340,00;1 565,00;103,16
26/01/2013;4 340,00;1 565,00;103,16
25/01/2013;4 326,00;1 565,00;103,16
24/01/2013;4 303,00;1 565,00;103,16
23/01/2013;4 269,00;1 565,00;103,16
22/01/2013;4 218,00;1 565,00;103,16
19/01/2013;4 198,00;1 565,00;103,16
18/01/2013;4 198,00;1 565,00;103,16
17/01/2013;4 198,00;1 565,00;103,16
16/01/2013;4 198,00;1 565,00;103,16
15/01/2013;4 225,00;1 565,00;103,16
13/01/2013;4 223,00;1 565,00;103,16
12/01/2013;4 266,00;1 565,00;103,16
11/01/2013;4 274,00;1 565,00;103,16
10/01/2013;4 291,00;1 565,00;103,16
09/01/2013;4 291,00;1 565,00;103,16
08/01/2013;4 291,00;1 565,00;103,16
05/01/2013;4 284,00;1 565,00;103,16
04/01/2013;4 231,00;1 565,00;103,16
03/01/2013;4 186,00;1 565,00;103,16
01/01/2013;4 136,00;1 565,00;103,16
29/12/2012;4 136,00;1 565,00;99,19
28/12/2012;4 131,00;1 565,00;99,19
25/12/2012;4 110,00;1 565,00;99,19
22/12/2012;4 123,00;1 565,00;99,19
21/12/2012;4 125,00;1 565,00;99,19
20/12/2012;4 122,00;1 565,00;99,19
19/12/2012;4 122,00;1 565,00;99,19
18/12/2012;4 132,00;1 565,00;99,19
15/12/2012;4 144,00;1 565,00;99,19
14/12/2012;4 156,00;1 565,00;99,19
13/12/2012;4 156,00;1 565,00;99,19
12/12/2012;4 168,00;1 565,00;99,19
11/12/2012;4 175,00;1 565,00;99,19
08/12/2012;4 155,00;1 565,00;99,19
07/12/2012;4 167,00;1 565,00;99,19
06/12/2012;4 194,00;1 565,00;99,19
05/12/2012;4 214,00;1 565,00;99,19
04/12/2012;4 216,00;1 565,00;99,19
01/12/2012;4 212,00;1 565,00;99,19
30/11/2012;4 192,00;1 565,00;99,19
29/11/2012;4 197,00;1 565,00;99,19
28/11/2012;4 218,00;1 565,00;99,19
27/11/2012;4 235,00;1 565,00;99,19
24/11/2012;4 261,00;1 565,00;99,19
23/11/2012;4 282,00;1 565,00;99,19
22/11/2012;4 282,00;1 565,00;99,19
21/11/2012;4 301,00;1 565,00;99,19
20/11/2012;4 312,00;1 565,00;99,19
17/11/2012;4 297,00;1 565,00;99,19
16/11/2012;4 289,00;1 565,00;99,19
15/11/2012;4 293,00;1 565,00;99,19
14/11/2012;4 309,00;1 565,00;99,19
13/11/2012;4 306,00;1 565,00;99,19
10/11/2012;4 256,00;1 565,00;99,19
09/11/2012;4 216,00;1 565,00;99,19
08/11/2012;4 199,00;1 565,00;99,19
07/11/2012;4 199,00;1 565,00;99,19
06/11/2012;4 165,00;1 565,00;99,19
03/11/2012;4 175,00;1 565,00;99,19
01/11/2012;4 185,00;1 565,00;99,19
31/10/2012;4 193,00;1 565,00;99,19
30/10/2012;4 198,00;1 565,00;99,19
27/10/2012;4 194,00;1 565,00;99,19
26/10/2012;4 188,00;1 565,00;99,19
25/10/2012;4 191,00;1 565,00;99,19
24/10/2012;4 199,00;1 565,00;99,19
23/10/2012;4 245,00;1 565,00;99,19
20/10/2012;4 254,00;1 565,00;99,19
19/10/2012;4 297,00;1 565,00;99,19
18/10/2012;4 398,00;1 565,00;99,19
17/10/2012;4 434,00;1 565,00;99,19
16/10/2012;4 455,00;1 565,00;99,19
13/10/2012;4 536,00;1 565,00;99,19
12/10/2012;4 557,00;1 565,00;99,19
11/10/2012;4 553,00;1 565,00;99,19
10/10/2012;4 540,00;1 565,00;99,19
09/10/2012;4 512,00;1 565,00;99,19
06/10/2012;4 499,00;1 565,00;99,19
05/10/2012;4 478,00;1 565,00;99,19
04/10/2012;4 523,00;1 565,00;99,19
03/10/2012;4 539,00;1 565,00;99,19
02/10/2012;4 539,00;1 565,00;99,19
29/09/2012;4 551,00;1 565,00;99,19
28/09/2012;4 534,00;1 565,00;99,19
27/09/2012;4 493,00;1 565,00;99,19
26/09/2012;4 476,00;1 565,00;99,19
25/09/2012;4 462,00;1 565,00;99,19
22/09/2012;4 438,00;1 565,00;99,19
21/09/2012;4 406,00;1 565,00;99,19
20/09/2012;4 442,00;1 565,00;99,19
19/09/2012;4 507,00;1 565,00;99,19
18/09/2012;4 545,00;1 565,00;99,19
15/09/2012;4 578,00;1 565,00;99,19
14/09/2012;4 608,00;1 565,00;99,19
13/09/2012;4 638,00;1 565,00;99,19
12/09/2012;4 646,00;1 565,00;99,19
11/09/2012;4 679,00;1 565,00;99,19
08/09/2012;4 732,00;1 565,00;99,19
07/09/2012;4 768,00;1 565,00;99,19
06/09/2012;4 739,00;1 565,00;99,19
05/09/2012;4 737,00;1 565,00;99,19
04/09/2012;4 703,00;1 565,00;99,19
01/09/2012;4 666,00;1 565,00;99,19
31/08/2012;4 649,00;1 565,00;99,19
30/08/2012;4 649,00;1 565,00;99,19
29/08/2012;4 621,00;1 565,00;99,19
25/08/2012;4 646,00;1 565,00;99,19
24/08/2012;4 643,00;1 565,00;99,19
23/08/2012;4 637,00;1 565,00;99,19
22/08/2012;4 650,00;1 565,00;99,19
21/08/2012;4 664,00;1 565,00;99,19
18/08/2012;4 675,00;1 565,00;99,19
17/08/2012;4 665,00;1 565,00;99,19
15/08/2012;4 606,00;1 565,00;99,19
14/08/2012;4 574,00;1 565,00;99,19
11/08/2012;4 532,00;1 565,00;99,19
10/08/2012;4 507,00;1 565,00;99,19
09/08/2012;4 492,00;1 565,00;99,19
08/08/2012;4 459,00;1 565,00;99,19
07/08/2012;4 453,00;1 565,00;99,19
04/08/2012;4 463,00;1 565,00;99,19
03/08/2012;4 445,00;1 565,00;99,19
02/08/2012;4 425,00;1 565,00;99,19
01/08/2012;4 430,00;1 565,00;99,19
31/07/2012;4 444,00;1 565,00;99,19
28/07/2012;4 441,00;1 565,00;99,19
27/07/2012;4 432,00;1 565,00;99,19
26/07/2012;4 424,00;1 565,00;99,19
25/07/2012;4 474,00;1 565,00;99,19
24/07/2012;4 491,00;1 565,00;99,19
21/07/2012;4 484,00;1 565,00;99,19
20/07/2012;4 480,00;1 565,00;99,19
19/07/2012;4 462,00;1 565,00;99,19
18/07/2012;4 450,00;1 565,00;99,19
17/07/2012;4 436,00;1 565,00;99,19
14/07/2012;4 410,00;1 565,00;99,19
13/07/2012;4 386,00;1 565,00;99,19
12/07/2012;4 372,00;1 565,00;99,19
11/07/2012;4 397,00;1 565,00;99,19
10/07/2012;4 426,00;1 565,00;99,19
07/07/2012;4 414,00;1 565,00;99,19
06/07/2012;4 369,00;1 565,00;99,19
05/07/2012;4 345,00;1 565,00;99,19
04/07/2012;4 307,00;1 565,00;99,19
03/07/2012;4 295,00;1 565,00;99,19
30/06/2012;4 280,00;1 565,00;99,19
29/06/2012;4 265,00;1 565,00;99,19
28/06/2012;4 281,00;1 565,00;99,19
27/06/2012;4 273,00;1 565,00;99,19
26/06/2012;4 259,00;1 565,00;99,19
24/06/2012;4 247,00;1 565,00;99,19
23/06/2012;4 228,00;1 565,00;99,19
22/06/2012;4 264,00;1 565,00;99,19
21/06/2012;4 296,00;1 565,00;99,19
20/06/2012;4 289,00;1 565,00;99,19
19/06/2012;4 321,00;1 565,00;99,19
16/06/2012;4 330,00;1 565,00;99,19
15/06/2012;4 330,00;1 565,00;99,19
14/06/2012;4 320,00;1 565,00;99,19
13/06/2012;4 275,00;1 565,00;99,19
12/06/2012;4 301,00;1 565,00;99,19
10/06/2012;4 353,00;1 565,00;99,19
09/06/2012;4 378,00;1 565,00;99,19
07/06/2012;4 448,00;1 565,00;99,19
03/06/2012;4 484,00;1 565,00;99,19
02/06/2012;4 503,00;1 565,00;99,19
01/06/2012;4 533,00;1 565,00;99,19
31/05/2012;4 551,00;1 565,00;99,19
30/05/2012;4 560,00;1 565,00;99,19
29/05/2012;4 546,00;1 565,00;99,19
26/05/2012;4 551,00;1 565,00;99,19
25/05/2012;4 549,00;1 565,00;99,19
24/05/2012;4 549,00;1 565,00;99,19
23/05/2012;4 524,00;1 565,00;99,19
22/05/2012;4 499,00;1 565,00;99,19
19/05/2012;4 504,00;1 565,00;99,19
18/05/2012;4 510,00;1 565,00;99,19
17/05/2012;4 493,00;1 565,00;99,19
16/05/2012;4 473,00;1 565,00;99,19
15/05/2012;4 470,00;1 565,00;99,19
12/05/2012;4 464,00;1 565,00;99,19
11/05/2012;4 459,00;1 565,00;99,19
10/05/2012;4 459,00;1 565,00;99,19
09/05/2012;4 451,00;1 565,00;99,19
06/05/2012;4 454,00;1 565,00;99,19
05/05/2012;4 454,00;1 565,00;99,19
03/05/2012;4 480,00;1 565,00;99,19
01/05/2012;4 524,00;1 565,00;99,19
28/04/2012;4 533,00;1 565,00;99,19
27/04/2012;4 528,00;1 565,00;99,19
26/04/2012;4 528,00;1 565,00;99,19
25/04/2012;4 567,00;1 565,00;99,19
24/04/2012;4 567,00;1 565,00;99,19
21/04/2012;4 588,00;1 565,00;99,19
20/04/2012;4 622,00;1 565,00;99,19
19/04/2012;4 676,00;1 565,00;99,19
18/04/2012;4 690,00;1 565,00;99,19
17/04/2012;4 732,00;1 565,00;99,19
14/04/2012;4 731,00;1 565,00;99,19
13/04/2012;4 749,00;1 565,00;99,19
12/04/2012;4 713,00;1 565,00;99,19
11/04/2012;4 735,00;1 565,00;99,19
06/04/2012;4 745,00;1 565,00;99,19
05/04/2012;4 755,00;1 565,00;99,19
04/04/2012;4 743,00;1 565,00;99,19
03/04/2012;4 728,00;1 565,00;99,19
31/03/2012;4 723,00;1 565,00;99,19
